day,new features,edits
2010-02-22 00:00:00+05:45,0,138
2014-01-20 00:00:00+05:45,7818,478
2015-05-28 00:00:00+05:45,0,128
2010-08-17 00:00:00+05:45,12,1
2014-03-01 00:00:00+05:45,578,24
2013-04-16 00:00:00+05:45,4102,955
2012-10-29 00:00:00+05:45,39,7
2011-07-01 00:00:00+05:45,3220,480
2016-03-15 00:00:00+05:45,0,6
2008-11-19 00:00:00+05:45,30,164
2016-04-05 00:00:00+05:45,0,7
2008-02-26 00:00:00+05:45,1,0
2012-02-28 00:00:00+05:45,117,68
2013-04-13 00:00:00+05:45,1489,30
2013-03-16 00:00:00+05:45,324,323
2009-08-05 00:00:00+05:45,0,14
2012-03-05 00:00:00+05:45,3687,81
2015-02-19 00:00:00+05:45,0,18
2012-09-29 00:00:00+05:45,828,202
2010-08-04 00:00:00+05:45,71,46
2009-06-07 00:00:00+05:45,0,6
2013-01-20 00:00:00+05:45,500,702
2009-11-14 00:00:00+05:45,0,105
2010-11-09 00:00:00+05:45,0,2
2014-11-23 00:00:00+05:45,7858,2289
2010-10-17 00:00:00+05:45,45,13
2015-06-15 00:00:00+05:45,0,21
2014-08-10 00:00:00+05:45,0,68
2010-09-09 00:00:00+05:45,650,9
2012-08-14 00:00:00+05:45,0,2
2016-04-09 00:00:00+05:45,0,17
2011-07-11 00:00:00+05:45,55,38
2010-09-16 00:00:00+05:45,0,4
2013-05-17 00:00:00+05:45,3779,1251
2010-07-23 00:00:00+05:45,0,1
2013-12-16 00:00:00+05:45,1334,725
2010-12-03 00:00:00+05:45,0,1
2013-11-26 00:00:00+05:45,1577,706
2009-09-26 00:00:00+05:45,0,2
2010-11-12 00:00:00+05:45,62,59
2010-10-24 00:00:00+05:45,0,1
2010-03-24 00:00:00+05:45,122,94
2014-05-01 00:00:00+05:45,419,2022
2016-02-03 00:00:00+05:45,0,72
2013-12-29 00:00:00+05:45,152,744
2016-07-08 00:00:00+05:45,0,1
2012-03-19 00:00:00+05:45,61,5
2012-01-23 00:00:00+05:45,0,1
2016-03-18 00:00:00+05:45,0,8
2011-09-23 00:00:00+05:45,19,4
2013-09-28 00:00:00+05:45,1748,190
2016-01-10 00:00:00+05:45,0,4
2010-10-15 00:00:00+05:45,14,4
2012-12-20 00:00:00+05:45,6901,2063
2013-01-07 00:00:00+05:45,1546,733
2011-02-27 00:00:00+05:45,0,3
2010-01-01 00:00:00+05:45,0,7
2012-06-28 00:00:00+05:45,298,758
2015-02-26 00:00:00+05:45,0,2
2014-03-15 00:00:00+05:45,71,15
2015-11-13 00:00:00+05:45,0,4
2013-12-21 00:00:00+05:45,1704,1117
2015-10-28 00:00:00+05:45,0,6
2016-03-31 00:00:00+05:45,0,13
2012-06-03 00:00:00+05:45,654,721
2009-12-12 00:00:00+05:45,311,4
2011-03-09 00:00:00+05:45,4,5
2012-12-17 00:00:00+05:45,1119,1119
2008-03-31 00:00:00+05:45,10,1
2012-12-23 00:00:00+05:45,477,221
2012-04-09 00:00:00+05:45,111,30
2011-11-28 00:00:00+05:45,1,5
2010-03-07 00:00:00+05:45,2,4
2015-11-20 00:00:00+05:45,0,1
2014-09-26 00:00:00+05:45,3050,143
2013-02-28 00:00:00+05:45,762,75
2010-09-24 00:00:00+05:45,2,1
2011-03-14 00:00:00+05:45,0,6
2015-08-03 00:00:00+05:45,0,31
2014-04-23 00:00:00+05:45,97,2848
2016-03-17 00:00:00+05:45,0,106
2014-11-11 00:00:00+05:45,1458,262
2015-06-23 00:00:00+05:45,0,20
2014-01-15 00:00:00+05:45,3552,240
2011-08-28 00:00:00+05:45,395,87
2009-12-13 00:00:00+05:45,0,1
2015-11-21 00:00:00+05:45,0,27
2011-08-16 00:00:00+05:45,491,26
2014-01-11 00:00:00+05:45,10,1
2010-11-11 00:00:00+05:45,211,71
2016-07-24 00:00:00+05:45,0,4
2014-10-26 00:00:00+05:45,14560,253
2016-05-19 00:00:00+05:45,0,26
2015-02-04 00:00:00+05:45,0,1
2009-10-09 00:00:00+05:45,0,1
2013-08-31 00:00:00+05:45,6662,332
2014-04-17 00:00:00+05:45,1074,151
2015-05-07 00:00:00+05:45,0,230
2011-02-16 00:00:00+05:45,0,1
2012-11-17 00:00:00+05:45,269,1000
2013-02-03 00:00:00+05:45,2867,460
2015-05-29 00:00:00+05:45,0,14
2014-09-15 00:00:00+05:45,3177,359
2012-01-02 00:00:00+05:45,0,4
2009-03-04 00:00:00+05:45,0,13
2016-05-23 00:00:00+05:45,0,58
2014-10-13 00:00:00+05:45,885,74
2009-11-30 00:00:00+05:45,7014,801
2012-09-20 00:00:00+05:45,1692,291
2015-05-05 00:00:00+05:45,0,346
2014-05-07 00:00:00+05:45,119,999
2013-12-23 00:00:00+05:45,2927,338
2012-04-07 00:00:00+05:45,266,1
2011-12-04 00:00:00+05:45,0,2
2007-06-04 00:00:00+05:45,2,0
2012-07-31 00:00:00+05:45,4,547
2014-11-13 00:00:00+05:45,201,388
2014-05-12 00:00:00+05:45,8169,908
2015-07-16 00:00:00+05:45,0,8
2016-09-13 00:00:00+05:45,0,1
2016-04-18 00:00:00+05:45,0,1
2010-01-03 00:00:00+05:45,11,694
2015-06-30 00:00:00+05:45,0,3
2013-01-15 00:00:00+05:45,1269,534
2011-12-03 00:00:00+05:45,3,1
2015-02-13 00:00:00+05:45,0,45
2011-01-26 00:00:00+05:45,0,6
2013-03-24 00:00:00+05:45,30976,795
2014-01-21 00:00:00+05:45,2523,325
2010-04-12 00:00:00+05:45,274,1
2013-04-22 00:00:00+05:45,5943,705
2015-01-29 00:00:00+05:45,0,2
2016-06-26 00:00:00+05:45,0,3
2011-03-19 00:00:00+05:45,0,3
2011-10-27 00:00:00+05:45,0,4
2012-03-08 00:00:00+05:45,6,1
2011-03-02 00:00:00+05:45,0,1
2008-06-11 00:00:00+05:45,61,32
2011-03-13 00:00:00+05:45,0,1
2015-05-01 00:00:00+05:45,0,959
2014-07-20 00:00:00+05:45,614,35
2013-06-09 00:00:00+05:45,3894,599
2014-02-07 00:00:00+05:45,1485,474
2010-06-06 00:00:00+05:45,3,22
2015-04-10 00:00:00+05:45,0,146
2008-09-08 00:00:00+05:45,1449,232
2014-11-10 00:00:00+05:45,1276,599
2015-07-06 00:00:00+05:45,0,18
2011-07-10 00:00:00+05:45,850,1239
2011-06-27 00:00:00+05:45,955,192
2011-12-10 00:00:00+05:45,0,2
2014-09-17 00:00:00+05:45,3386,1615
2011-06-29 00:00:00+05:45,696,48
2010-12-30 00:00:00+05:45,42,65
2012-02-13 00:00:00+05:45,0,8
2012-05-24 00:00:00+05:45,6,27
2008-08-15 00:00:00+05:45,130,39
2016-03-07 00:00:00+05:45,0,2
2011-02-23 00:00:00+05:45,0,1
2016-01-31 00:00:00+05:45,0,11
2013-06-06 00:00:00+05:45,1754,287
2015-02-22 00:00:00+05:45,0,11
2016-05-08 00:00:00+05:45,0,24
2011-12-19 00:00:00+05:45,7,40
2012-03-20 00:00:00+05:45,656,122
2013-12-08 00:00:00+05:45,1587,7482
2015-03-02 00:00:00+05:45,0,73
2012-02-16 00:00:00+05:45,0,2
2010-11-24 00:00:00+05:45,0,2
2013-01-08 00:00:00+05:45,920,655
2016-04-21 00:00:00+05:45,0,12
2009-12-14 00:00:00+05:45,0,150
2011-01-09 00:00:00+05:45,1,2
2012-04-30 00:00:00+05:45,10,0
2012-08-09 00:00:00+05:45,867,269
2012-08-27 00:00:00+05:45,75,413
2016-08-11 00:00:00+05:45,0,2
2013-06-26 00:00:00+05:45,4307,618
2007-12-01 00:00:00+05:45,0,1
2012-01-10 00:00:00+05:45,0,18
2010-11-03 00:00:00+05:45,0,1
2010-08-29 00:00:00+05:45,0,4
2015-03-21 00:00:00+05:45,0,36
2014-08-27 00:00:00+05:45,4744,682
2012-07-11 00:00:00+05:45,4047,237
2010-09-13 00:00:00+05:45,0,4
2014-03-10 00:00:00+05:45,1092,204
2010-11-13 00:00:00+05:45,947,93
2014-10-09 00:00:00+05:45,3391,526
2012-03-15 00:00:00+05:45,78,11
2014-04-09 00:00:00+05:45,237,9
2013-09-04 00:00:00+05:45,4142,411
2011-12-17 00:00:00+05:45,31,1
2010-05-09 00:00:00+05:45,70,10
2009-02-17 00:00:00+05:45,3,400
2009-12-23 00:00:00+05:45,272,3
2016-08-07 00:00:00+05:45,0,4
2015-11-09 00:00:00+05:45,0,162
2012-10-31 00:00:00+05:45,3854,1982
2012-12-13 00:00:00+05:45,3401,145
2013-06-23 00:00:00+05:45,754,629
2014-01-05 00:00:00+05:45,158,330
2015-07-15 00:00:00+05:45,0,46
2009-11-07 00:00:00+05:45,167,8
2014-06-23 00:00:00+05:45,2501,993
2015-02-02 00:00:00+05:45,0,4
2012-08-24 00:00:00+05:45,1298,977
2011-02-07 00:00:00+05:45,0,4
2012-07-29 00:00:00+05:45,28,20
2010-01-06 00:00:00+05:45,593,3
2013-08-13 00:00:00+05:45,5734,3195
2015-11-16 00:00:00+05:45,0,1
2012-01-21 00:00:00+05:45,0,1
2014-10-18 00:00:00+05:45,70,5
2010-10-29 00:00:00+05:45,0,1
2011-11-09 00:00:00+05:45,1,1
2014-08-17 00:00:00+05:45,4106,438
2014-09-18 00:00:00+05:45,3719,973
2007-08-23 00:00:00+05:45,1,0
2016-01-29 00:00:00+05:45,0,17
2012-02-11 00:00:00+05:45,0,7
2009-02-06 00:00:00+05:45,118,3
2011-08-13 00:00:00+05:45,1101,18
2012-10-30 00:00:00+05:45,4562,328
2010-05-16 00:00:00+05:45,36,4
2012-11-02 00:00:00+05:45,37,9
2010-11-05 00:00:00+05:45,921,1091
2012-07-12 00:00:00+05:45,1088,154
2013-11-27 00:00:00+05:45,2808,199
2008-03-23 00:00:00+05:45,213,215
2013-04-12 00:00:00+05:45,7686,330
2008-09-10 00:00:00+05:45,251,26
2011-12-20 00:00:00+05:45,199,26
2012-11-15 00:00:00+05:45,251,234
2016-05-15 00:00:00+05:45,0,10
2015-08-28 00:00:00+05:45,0,1
2014-08-07 00:00:00+05:45,297,297
2012-11-25 00:00:00+05:45,640,122
2013-04-20 00:00:00+05:45,4031,750
2008-08-19 00:00:00+05:45,312,113
2010-01-31 00:00:00+05:45,0,2
2012-11-22 00:00:00+05:45,2223,47
2012-06-02 00:00:00+05:45,47,10
2010-08-09 00:00:00+05:45,298,571
2011-04-12 00:00:00+05:45,3731,1225
2014-01-29 00:00:00+05:45,8930,338
2011-06-30 00:00:00+05:45,2060,479
2013-07-18 00:00:00+05:45,3384,1605
2014-02-18 00:00:00+05:45,245,18
2011-05-24 00:00:00+05:45,629,250
2008-05-16 00:00:00+05:45,0,4
2012-12-21 00:00:00+05:45,341,70
2014-10-02 00:00:00+05:45,168,49
2014-10-27 00:00:00+05:45,12023,826
2008-06-27 00:00:00+05:45,480,7
2013-09-21 00:00:00+05:45,64,16
2010-06-22 00:00:00+05:45,37,3
2013-10-18 00:00:00+05:45,18,456
2015-11-30 00:00:00+05:45,0,2
2012-12-14 00:00:00+05:45,3005,1329
2012-10-15 00:00:00+05:45,1257,2107
2010-06-21 00:00:00+05:45,0,1
2009-11-22 00:00:00+05:45,395,29
2011-03-06 00:00:00+05:45,36,31
2013-03-30 00:00:00+05:45,2268,160
2013-04-30 00:00:00+05:45,3380,675
2013-06-15 00:00:00+05:45,434,85
2014-06-15 00:00:00+05:45,1277,411
2014-04-03 00:00:00+05:45,234,1604
2014-10-20 00:00:00+05:45,175,147
2008-06-02 00:00:00+05:45,676,37
2012-08-18 00:00:00+05:45,10,282
2012-07-27 00:00:00+05:45,129,92
2013-04-10 00:00:00+05:45,4625,492
2014-01-10 00:00:00+05:45,26,25
2008-11-27 00:00:00+05:45,35,54
2014-05-04 00:00:00+05:45,409,717
2012-12-08 00:00:00+05:45,646,427
2014-09-27 00:00:00+05:45,1858,123
2011-08-07 00:00:00+05:45,2511,51
2011-10-28 00:00:00+05:45,0,1
2014-02-21 00:00:00+05:45,601,53
2013-08-02 00:00:00+05:45,1163,90
2013-09-17 00:00:00+05:45,3778,1099
2014-06-26 00:00:00+05:45,625,129
2013-09-23 00:00:00+05:45,4767,1974
2013-05-05 00:00:00+05:45,591,320
2013-12-06 00:00:00+05:45,5497,59
2014-03-17 00:00:00+05:45,193,219
2012-09-25 00:00:00+05:45,1003,826
2012-03-07 00:00:00+05:45,0,1
2009-03-09 00:00:00+05:45,0,16
2015-09-23 00:00:00+05:45,0,8
2011-03-27 00:00:00+05:45,0,1
2013-06-25 00:00:00+05:45,749,461
2009-11-13 00:00:00+05:45,285,2
2014-12-21 00:00:00+05:45,2888,558
2014-11-05 00:00:00+05:45,2971,175
2010-04-30 00:00:00+05:45,241,19
2012-04-21 00:00:00+05:45,0,1
2010-08-23 00:00:00+05:45,20,5
2013-08-18 00:00:00+05:45,2235,391
2015-04-19 00:00:00+05:45,0,239
2013-11-11 00:00:00+05:45,4005,1560
2014-02-22 00:00:00+05:45,652,499
2011-02-12 00:00:00+05:45,1,1
2012-01-27 00:00:00+05:45,14,0
2014-04-11 00:00:00+05:45,726,15
2008-09-18 00:00:00+05:45,0,106
2013-09-09 00:00:00+05:45,4208,1659
2016-06-09 00:00:00+05:45,0,28
2013-06-18 00:00:00+05:45,670,369
2013-10-17 00:00:00+05:45,2191,185
2013-12-31 00:00:00+05:45,41,13
2009-09-23 00:00:00+05:45,0,1
2016-08-31 00:00:00+05:45,0,1
2015-02-05 00:00:00+05:45,0,3
2016-08-28 00:00:00+05:45,0,1
2013-02-06 00:00:00+05:45,1616,339
2010-12-29 00:00:00+05:45,0,1
2010-08-08 00:00:00+05:45,2,2
2015-11-17 00:00:00+05:45,0,8
2013-11-02 00:00:00+05:45,62591,8531
2016-03-23 00:00:00+05:45,0,4
2013-10-11 00:00:00+05:45,0,1
2015-05-24 00:00:00+05:45,0,113
2016-04-11 00:00:00+05:45,0,6
2009-11-17 00:00:00+05:45,0,1
2013-10-20 00:00:00+05:45,254,240
2015-05-06 00:00:00+05:45,0,201
2014-10-01 00:00:00+05:45,1969,208
2012-07-20 00:00:00+05:45,59,567
2011-07-20 00:00:00+05:45,1,13
2015-02-11 00:00:00+05:45,0,38
2013-06-17 00:00:00+05:45,1466,973
2009-03-02 00:00:00+05:45,108,213
2013-08-16 00:00:00+05:45,2220,254
2013-09-02 00:00:00+05:45,5120,1351
2010-12-20 00:00:00+05:45,53,73
2015-12-13 00:00:00+05:45,0,5
2012-08-26 00:00:00+05:45,219,178
2012-09-07 00:00:00+05:45,990,327
2014-06-24 00:00:00+05:45,1615,399
2014-02-12 00:00:00+05:45,634,34
2014-03-16 00:00:00+05:45,1806,137
2015-03-24 00:00:00+05:45,0,517
2016-06-16 00:00:00+05:45,0,195
2012-10-26 00:00:00+05:45,159,87
2015-02-17 00:00:00+05:45,0,61
2014-02-05 00:00:00+05:45,2634,695
2013-08-30 00:00:00+05:45,7404,437
2011-03-03 00:00:00+05:45,96,66
2010-10-07 00:00:00+05:45,0,1
2013-05-19 00:00:00+05:45,4540,750
2007-10-13 00:00:00+05:45,3,4
2013-01-22 00:00:00+05:45,71,58
2008-01-16 00:00:00+05:45,6,3
2014-12-31 00:00:00+05:45,0,47
2016-05-11 00:00:00+05:45,0,108
2013-05-23 00:00:00+05:45,3435,845
2013-05-24 00:00:00+05:45,3643,994
2011-05-14 00:00:00+05:45,0,575
2012-04-20 00:00:00+05:45,14,12
2013-08-03 00:00:00+05:45,1793,165
2014-01-24 00:00:00+05:45,217,52
2012-12-16 00:00:00+05:45,174,578
2015-12-02 00:00:00+05:45,0,36
2012-06-11 00:00:00+05:45,487,387
2012-09-21 00:00:00+05:45,2098,288
2015-09-08 00:00:00+05:45,0,6
2011-07-06 00:00:00+05:45,3062,383
2011-05-11 00:00:00+05:45,1963,711
2010-12-07 00:00:00+05:45,6202,258
2012-05-17 00:00:00+05:45,0,5
2013-05-29 00:00:00+05:45,5715,830
2011-02-14 00:00:00+05:45,1,7
2014-04-21 00:00:00+05:45,5628,425
2013-01-12 00:00:00+05:45,1512,54
2014-01-09 00:00:00+05:45,7012,1044
2012-02-17 00:00:00+05:45,525,43
2015-07-03 00:00:00+05:45,0,5
2013-11-09 00:00:00+05:45,8660,785
2015-09-01 00:00:00+05:45,0,4
2013-10-06 00:00:00+05:45,539,243
2015-05-19 00:00:00+05:45,0,115
2016-08-05 00:00:00+05:45,0,4
2012-12-15 00:00:00+05:45,414,29
2014-06-14 00:00:00+05:45,46,413
2014-07-30 00:00:00+05:45,1169,166
2012-07-02 00:00:00+05:45,22,52
2010-08-12 00:00:00+05:45,1,3
2012-07-10 00:00:00+05:45,184,94
2012-04-16 00:00:00+05:45,242,200
2012-11-07 00:00:00+05:45,2167,2197
2014-12-17 00:00:00+05:45,2527,130
2008-05-24 00:00:00+05:45,0,1
2012-07-04 00:00:00+05:45,680,53
2012-05-27 00:00:00+05:45,872,329
2015-05-23 00:00:00+05:45,0,25
2012-09-01 00:00:00+05:45,958,276
2016-01-12 00:00:00+05:45,0,3
2014-10-05 00:00:00+05:45,14190,450
2009-12-10 00:00:00+05:45,116,74
2012-01-29 00:00:00+05:45,43,33
2012-02-18 00:00:00+05:45,138,3
2012-04-08 00:00:00+05:45,27,2
2013-06-05 00:00:00+05:45,3510,1167
2011-09-15 00:00:00+05:45,1,1
2013-09-12 00:00:00+05:45,12026,2927
2013-06-28 00:00:00+05:45,2297,334
2009-12-08 00:00:00+05:45,0,8
2013-12-17 00:00:00+05:45,15,14
2012-08-22 00:00:00+05:45,378,67
2016-08-30 00:00:00+05:45,0,6
2011-06-13 00:00:00+05:45,46,22
2011-03-22 00:00:00+05:45,0,3
2011-05-05 00:00:00+05:45,159,198
2010-09-21 00:00:00+05:45,0,1
2016-03-26 00:00:00+05:45,0,3
2012-02-08 00:00:00+05:45,4,2
2013-06-07 00:00:00+05:45,583,180
2009-07-16 00:00:00+05:45,78,24
2011-02-11 00:00:00+05:45,52,42
2011-02-05 00:00:00+05:45,0,1
2015-09-28 00:00:00+05:45,0,3
2015-08-11 00:00:00+05:45,0,2
2014-05-14 00:00:00+05:45,161,433
2013-05-15 00:00:00+05:45,1243,515
2016-03-04 00:00:00+05:45,0,1
2012-01-15 00:00:00+05:45,0,6
2013-08-01 00:00:00+05:45,190,577
2013-12-18 00:00:00+05:45,742,221
2012-06-05 00:00:00+05:45,97,1524
2008-06-13 00:00:00+05:45,0,1
2016-08-13 00:00:00+05:45,0,57
2015-08-12 00:00:00+05:45,0,1
2012-05-19 00:00:00+05:45,1,0
2014-03-02 00:00:00+05:45,165,477
2010-11-29 00:00:00+05:45,11,0
2013-10-07 00:00:00+05:45,212,325
2013-09-06 00:00:00+05:45,6367,329
2011-12-02 00:00:00+05:45,298,36
2011-08-18 00:00:00+05:45,1223,202
2014-07-11 00:00:00+05:45,674,467
2009-07-23 00:00:00+05:45,0,7
2013-08-26 00:00:00+05:45,6881,7462
2014-11-02 00:00:00+05:45,143,132
2013-11-21 00:00:00+05:45,1241,308
2015-07-10 00:00:00+05:45,0,42
2010-08-24 00:00:00+05:45,0,1
2010-12-31 00:00:00+05:45,393,27
2009-08-18 00:00:00+05:45,0,1
2011-08-29 00:00:00+05:45,51,4
2015-02-03 00:00:00+05:45,0,11
2013-07-07 00:00:00+05:45,298,918
2014-02-17 00:00:00+05:45,3,11
2009-10-05 00:00:00+05:45,4,0
2015-06-12 00:00:00+05:45,0,21
2010-05-02 00:00:00+05:45,44,4
2008-08-12 00:00:00+05:45,0,1
2008-09-16 00:00:00+05:45,739,22
2009-11-28 00:00:00+05:45,156,3
2011-05-13 00:00:00+05:45,81,492
2013-05-10 00:00:00+05:45,5907,519
2014-05-18 00:00:00+05:45,1433,635
2014-09-22 00:00:00+05:45,7531,657
2011-05-06 00:00:00+05:45,2215,2110
2009-09-11 00:00:00+05:45,0,1
2013-10-10 00:00:00+05:45,363,880
2014-03-11 00:00:00+05:45,2905,501
2016-02-01 00:00:00+05:45,0,44
2013-07-25 00:00:00+05:45,57,201
2013-09-03 00:00:00+05:45,4780,485
2016-06-14 00:00:00+05:45,0,1
2015-02-09 00:00:00+05:45,0,17
2013-04-15 00:00:00+05:45,3166,455
2015-04-04 00:00:00+05:45,0,2
2013-03-25 00:00:00+05:45,160,1391
2012-09-02 00:00:00+05:45,877,808
2014-03-27 00:00:00+05:45,572,196
2011-06-19 00:00:00+05:45,58,27
2015-08-30 00:00:00+05:45,0,4
2015-06-02 00:00:00+05:45,0,4
2012-03-30 00:00:00+05:45,0,1
2010-12-01 00:00:00+05:45,0,731
2011-11-29 00:00:00+05:45,1339,421
2013-05-28 00:00:00+05:45,6349,712
2009-02-01 00:00:00+05:45,0,39
2012-04-25 00:00:00+05:45,36,15
2013-11-30 00:00:00+05:45,43,20
2013-12-09 00:00:00+05:45,3917,321
2011-11-26 00:00:00+05:45,54,278
2009-03-01 00:00:00+05:45,107,550
2014-06-05 00:00:00+05:45,1935,1224
2009-08-21 00:00:00+05:45,0,2
2010-05-25 00:00:00+05:45,1,1
2016-02-29 00:00:00+05:45,0,1
2012-02-10 00:00:00+05:45,0,8
2008-08-02 00:00:00+05:45,118,40
2014-11-09 00:00:00+05:45,1508,395
2011-01-03 00:00:00+05:45,276,242
2013-09-26 00:00:00+05:45,1037,507
2013-12-22 00:00:00+05:45,542,213
2011-10-14 00:00:00+05:45,1139,1510
2010-06-12 00:00:00+05:45,0,6
2012-02-12 00:00:00+05:45,833,16
2013-02-04 00:00:00+05:45,947,161
2013-09-22 00:00:00+05:45,2291,1557
2013-02-11 00:00:00+05:45,3689,315
2014-06-11 00:00:00+05:45,222,2343
2009-12-01 00:00:00+05:45,0,2
2013-01-18 00:00:00+05:45,196,91
2014-02-20 00:00:00+05:45,327,488
2010-10-21 00:00:00+05:45,1,1
2014-07-05 00:00:00+05:45,0,3
2013-12-25 00:00:00+05:45,216,52
2013-08-14 00:00:00+05:45,8911,859
2015-03-31 00:00:00+05:45,0,6
2012-10-14 00:00:00+05:45,1036,1309
2013-06-13 00:00:00+05:45,1428,672
2013-03-11 00:00:00+05:45,7326,1649
2011-05-22 00:00:00+05:45,0,1
2012-04-14 00:00:00+05:45,0,1
2015-06-27 00:00:00+05:45,0,68
2013-01-14 00:00:00+05:45,376,77
2012-12-12 00:00:00+05:45,3338,508
2008-07-19 00:00:00+05:45,203,102
2016-06-20 00:00:00+05:45,0,5
2014-02-19 00:00:00+05:45,1075,771
2013-12-04 00:00:00+05:45,2084,271
2013-08-29 00:00:00+05:45,10049,719
2012-09-09 00:00:00+05:45,1657,1095
2015-06-01 00:00:00+05:45,0,8
2011-09-13 00:00:00+05:45,2,3
2012-01-19 00:00:00+05:45,287,240
2012-01-12 00:00:00+05:45,0,6
2012-08-08 00:00:00+05:45,42,112
